City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,utrik,11.2278,169.8474,300.42,82,100,5.08,MH,1696101391
297,lapinlahti,65.5833,30.5667,283.74,97,100,1.29,RU,1696101653
298,rio rico,31.4715,-110.9765,306.51,18,0,10.29,US,1696101653
299,lahad datu,5.0268,118.327,297.44,93,100,2.22,MY,1696101653
300,sirte,31.2089,16.5887,297.71,67,0,3.76,LY,1696101653
301,manokwari,-0.8667,134.0833,298.4,83,91,1.57,ID,1696101654
302,lichuan,30.3,108.85,290.76,99,100,1.57,CN,1696101654
303,turpan,42.9333,89.1667,296.39,23,83,1.38,CN,1696101654
304,oranjemund,-28.55,16.4333,288.01,84,0,7.56,NA,1696101654
305,ankazoabo,-22.2833,44.5167,297.03,44,0,2.81,MG,1696101654
306,malango,-2.9627,119.9001,291.4,99,43,0.88,ID,1696101654
307,sangueya,10.7,-14.3667,299.29,91,100,1.8,GN,1696101655
308,kapa'a,22.0752,-159.319,301.14,76,40,6.69,US,1696101655
309,ploudalmezeau,48.5333,-4.65,291.44,94,100,4.63,FR,1696101655
310,kingscliff,-28.2667,153.5667,291.04,68,0,4.12,AU,1696101655
311,selfoss,63.9331,-20.9971,282.06,81,100,6.45,IS,1696101655
312,dryden,49.7833,-92.7503,293.31,52,0,3.09,CA,1696101655
313,kotlas,61.2611,46.6556,285.35,92,94,4.14,RU,1696101656
314,lebork,54.5392,17.7501,287.86,95,100,5.31,PL,1696101656
315,oroshaza,46.5667,20.6667,293.12,46,100,2.74,HU,1696101656
316,novoarkhanhel's'k,48.658,30.8182,291.48,38,1,1.78,UA,1696101657
317,gamba,-2.65,10.0,297.47,91,100,4.24,GA,1696101657
318,mamou,10.5,-12.0,296.32,88,46,0.57,GN,1696101657
319,dakhla,23.6848,-15.958,297.16,78,26,6.17,EH,1696101631
320,itaueira,-7.6033,-43.0256,310.32,21,73,3.29,BR,1696101657
321,mossel bay,-34.1831,22.146,286.48,72,0,5.18,ZA,1696101658
322,uturoa,-16.7333,-151.4333,299.13,81,10,8.58,PF,1696101372
323,mahina,-17.5065,-149.489,301.02,74,20,2.57,PF,1696101658
324,winston,28.0317,-82.0148,307.15,67,75,4.02,US,1696101581
325,jumla,29.2747,82.1838,285.98,89,29,1.37,NP,1696102004
326,jiuquan,39.7432,98.5174,286.29,15,99,2.45,CN,1696101658
327,georgetown,5.4112,100.3354,299.79,92,20,1.03,MY,1696101472
328,nueve de julio,-35.4444,-60.8831,292.02,31,0,2.68,AR,1696101659
329,rurrenabaque,-14.4413,-67.5278,307.84,36,100,1.72,BO,1696101659
330,quang ngai,15.1167,108.8,297.88,91,12,2.23,VN,1696101659
331,mount isa,-20.7333,139.5,286.02,54,6,0.0,AU,1696101659
332,impfondo,1.6381,18.0667,296.35,93,22,1.45,CG,1696101660
333,sorong,-0.8833,131.25,298.47,88,52,3.46,ID,1696101660
334,ribeira brava,32.65,-17.0667,298.55,83,100,2.12,PT,1696101660
335,sao jose da coroa grande,-8.8978,-35.1478,299.35,65,97,4.52,BR,1696101660
336,dapa,9.7594,126.0531,300.97,78,100,5.36,PH,1696101660
337,shubarkuduk,49.1447,56.4872,288.5,63,97,2.76,KZ,1696101660
338,roslavl',53.9528,32.8639,286.8,62,1,3.48,RU,1696101661
339,rockingham,42.9668,-71.0995,293.73,75,100,0.89,US,1696101661
340,necaxa,20.2167,-98.0,296.62,74,55,2.99,MX,1696101661
341,san-pedro,4.7485,-6.6363,297.98,94,54,3.39,CI,1696101661
342,abalak,58.1286,68.5944,275.67,71,25,1.84,RU,1696101661
343,fort st. john,56.2499,-120.8529,280.09,93,75,4.63,CA,1696101400
344,masumbwe,-3.6333,32.1833,299.14,34,0,1.54,TZ,1696101662
345,tanabe,33.7333,135.3667,296.96,92,56,1.37,JP,1696101662
346,kruisfontein,-34.0033,24.7314,285.31,72,0,7.27,ZA,1696101662
347,nuuk,64.1835,-51.7216,277.49,65,20,3.6,GL,1696101636
348,tralee,52.2704,-9.7026,288.33,95,100,4.12,IE,1696101663
349,santarem,-2.4431,-54.7083,307.22,55,0,4.12,BR,1696101663
350,puerto montt,-41.4698,-72.9447,293.61,49,0,3.6,CL,1696101419
351,jose bonifacio,-21.0528,-49.6883,307.74,41,84,2.84,BR,1696101663
352,enoch,37.7733,-113.0244,295.45,27,0,11.83,US,1696101663
353,bhamo,24.2667,97.2333,296.63,99,100,0.7,MM,1696101663
354,heunghae,36.1125,129.3522,290.58,84,100,4.57,KR,1696101664
355,revelstoke,50.9832,-118.2023,283.16,81,100,3.09,CA,1696101416
356,balkashino,52.5167,68.7667,281.04,88,77,1.93,KZ,1696101621
357,challapata,-18.9,-66.7667,293.49,22,25,6.0,BO,1696101664
358,sarykemer,43.0,71.5,288.86,39,82,4.43,KZ,1696101664
359,kavieng,-2.5744,150.7967,300.08,78,100,0.35,PG,1696101665
